Time,Abstich GOK
2025-04-22 20:00:00,-105.90 mm
2025-04-22 23:00:00,-107.33 mm
2025-04-23 05:00:00,-71.41 mm
2025-04-23 08:00:00,-62.96 mm
2025-04-23 11:00:00,-61.71 mm
2025-04-23 17:00:00,-64.76 mm
2025-04-23 20:00:00,-66.99 mm
2025-04-23 23:00:00,-68.78 mm
2025-04-24 05:00:00,-65.92 mm
2025-04-24 08:00:00,-53.18 mm
2025-04-24 11:00:00,-57.24 mm
2025-04-24 17:00:00,-60.73 mm
2025-04-24 20:00:00,-62.90 mm
2025-04-24 23:00:00,-64.15 mm
2025-04-25 05:00:00,-65.36 mm
2025-04-25 08:00:00,-67.25 mm
2025-04-25 11:00:00,-69.13 mm
2025-04-25 17:00:00,-71.88 mm
2025-04-25 20:00:00,-73.42 mm
2025-04-25 23:00:00,-75.62 mm
2025-04-26 05:00:00,-76.78 mm
2025-04-26 08:00:00,-78.09 mm
2025-04-26 11:00:00,-81.56 mm
2025-04-26 17:00:00,-90.65 mm
2025-04-26 20:00:00,-95.46 mm
2025-04-26 23:00:00,-97.71 mm
2025-04-27 05:00:00,-99.04 mm
2025-04-27 08:00:00,-101.72 mm
2025-04-27 11:00:00,-106.46 mm
2025-04-27 17:00:00,-118.35 mm
2025-04-27 20:00:00,-123.30 mm
2025-04-27 23:00:00,-125.20 mm
2025-04-28 05:00:00,-125.88 mm
2025-04-28 08:00:00,-128.20 mm
2025-04-28 11:00:00,-133.72 mm
2025-04-28 17:00:00,-146.11 mm
2025-04-28 20:00:00,-150.46 mm
2025-04-28 23:00:00,-151.33 mm
2025-04-29 05:00:00,-151.45 mm
2025-04-29 08:00:00,-152.97 mm
2025-04-29 11:00:00,-156.52 mm
2025-04-29 17:00:00,-165.00 mm
2025-04-29 20:00:00,-170.10 mm
2025-04-29 23:00:00,-171.30 mm
2025-04-30 05:00:00,-171.30 mm
2025-04-30 08:00:00,-172.60 mm
2025-04-30 11:00:00,-175.27 mm
2025-04-30 17:00:00,-181.59 mm
2025-04-30 20:00:00,-184.44 mm
2025-04-30 23:00:00,-186.27 mm
2025-05-01 05:00:00,-187.16 mm
2025-05-01 08:00:00,-189.08 mm
2025-05-01 11:00:00,-192.18 mm
2025-05-01 17:00:00,-200.52 mm
2025-05-01 20:00:00,-204.97 mm
2025-05-01 23:00:00,-207.10 mm
2025-05-02 05:00:00,-207.82 mm
2025-05-02 08:00:00,-210.15 mm
2025-05-02 11:00:00,-212.41 mm
2025-05-02 17:00:00,-215.30 mm
2025-05-02 20:00:00,-216.95 mm
2025-05-02 23:00:00,-218.64 mm
2025-05-03 05:00:00,-220.11 mm
2025-05-03 08:00:00,-222.28 mm
2025-05-03 11:00:00,-223.94 mm
2025-05-03 17:00:00,-226.47 mm
2025-05-03 20:00:00,-230.74 mm
2025-05-03 23:00:00,-234.16 mm
2025-05-04 05:00:00,-236.87 mm
2025-05-04 11:00:00,-241.68 mm
2025-05-04 17:00:00,-244.33 mm
2025-05-04 20:00:00,-247.06 mm
2025-05-04 23:00:00,-249.90 mm
2025-05-05 05:00:00,-252.42 mm
2025-05-05 08:00:00,-255.53 mm
2025-05-05 11:00:00,-257.32 mm
2025-05-05 17:00:00,-260.32 mm
2025-05-05 20:00:00,-261.87 mm
2025-05-05 23:00:00,-263.90 mm
2025-05-06 05:00:00,-265.68 mm
2025-05-06 08:00:00,-268.25 mm
2025-05-06 11:00:00,-269.12 mm
2025-05-06 17:00:00,-271.35 mm
2025-05-06 20:00:00,-273.80 mm
2025-05-06 23:00:00,-276.49 mm
2025-05-07 05:00:00,-277.98 mm
2025-05-07 08:00:00,-280.30 mm
2025-05-07 11:00:00,-282.36 mm
2025-05-07 17:00:00,-285.04 mm
2025-05-07 20:00:00,-286.70 mm
2025-05-07 23:00:00,-289.09 mm
2025-05-08 08:00:00,-293.59 mm
2025-05-08 11:00:00,-294.51 mm
2025-05-08 17:00:00,-297.72 mm
2025-05-08 20:00:00,-298.63 mm
2025-05-08 23:00:00,-300.89 mm
2025-05-09 05:00:00,-302.79 mm
2025-05-09 08:00:00,-306.77 mm
2025-05-09 11:00:00,-309.06 mm
2025-05-09 17:00:00,-311.62 mm
2025-05-09 20:00:00,-315.02 mm
2025-05-09 23:00:00,-318.73 mm
2025-05-10 05:00:00,-321.82 mm
2025-05-10 08:00:00,-326.16 mm
2025-05-10 11:00:00,-328.69 mm
2025-05-10 17:00:00,-331.72 mm
2025-05-10 20:00:00,-333.28 mm
2025-05-10 23:00:00,-336.10 mm
2025-05-11 05:00:00,-338.40 mm
2025-05-11 08:00:00,-342.30 mm
2025-05-11 11:00:00,-344.31 mm
2025-05-11 17:00:00,-347.19 mm
2025-05-11 20:00:00,-349.17 mm
2025-05-11 23:00:00,-352.04 mm
2025-05-12 05:00:00,-354.22 mm
2025-05-12 08:00:00,-358.09 mm
2025-05-12 11:00:00,-360.66 mm
2025-05-12 17:00:00,-363.85 mm
2025-05-12 23:00:00,-369.94 mm
2025-05-13 05:00:00,-372.61 mm
2025-05-13 08:00:00,-376.81 mm
2025-05-13 11:00:00,-379.45 mm
2025-05-13 17:00:00,-383.06 mm
2025-05-13 20:00:00,-384.90 mm
2025-05-13 23:00:00,-388.02 mm
2025-05-14 05:00:00,-390.28 mm
2025-05-14 08:00:00,-393.68 mm
2025-05-14 11:00:00,-396.59 mm
2025-05-14 17:00:00,-401.75 mm
2025-05-14 20:00:00,-404.40 mm
2025-05-14 23:00:00,-406.50 mm
2025-05-15 05:00:00,-407.95 mm
2025-05-15 08:00:00,-410.69 mm
2025-05-15 11:00:00,-412.08 mm
2025-05-15 17:00:00,-415.14 mm
2025-05-15 20:00:00,-416.18 mm
2025-05-15 23:00:00,-418.14 mm
2025-05-16 05:00:00,-419.86 mm
2025-05-16 08:00:00,-422.58 mm
2025-05-16 11:00:00,-424.31 mm
2025-05-16 17:00:00,-425.78 mm
2025-05-16 20:00:00,-426.25 mm
2025-05-16 23:00:00,-427.15 mm
2025-05-17 05:00:00,-428.25 mm
2025-05-17 08:00:00,-430.99 mm
2025-05-17 11:00:00,-432.07 mm
2025-05-17 17:00:00,-432.93 mm
2025-05-17 20:00:00,-432.53 mm
2025-05-17 23:00:00,-432.63 mm
2025-05-18 05:00:00,-433.27 mm
2025-05-18 08:00:00,-434.17 mm
2025-05-18 11:00:00,-435.04 mm
2025-05-18 17:00:00,-435.27 mm
2025-05-18 20:00:00,-435.31 mm
2025-05-18 23:00:00,-436.08 mm
2025-05-19 05:00:00,-437.33 mm
2025-05-19 08:00:00,-440.07 mm
2025-05-19 11:00:00,-441.01 mm
2025-05-19 17:00:00,-442.72 mm
2025-05-19 20:00:00,-442.30 mm
2025-05-19 23:00:00,-442.80 mm
2025-05-20 05:00:00,-443.29 mm
2025-05-20 08:00:00,-446.32 mm
2025-05-20 11:00:00,-446.55 mm
2025-05-20 17:00:00,-447.81 mm
2025-05-20 20:00:00,-446.99 mm
2025-05-20 23:00:00,-447.16 mm
2025-05-21 05:00:00,-447.81 mm
2025-05-21 08:00:00,-450.11 mm
2025-05-21 17:00:00,-451.64 mm
2025-05-21 20:00:00,-451.62 mm
2025-05-21 23:00:00,-452.31 mm
2025-05-22 05:00:00,-453.78 mm
2025-05-22 08:00:00,-455.11 mm
2025-05-22 11:00:00,-456.37 mm
2025-05-22 17:00:00,-457.05 mm
2025-05-22 20:00:00,-457.67 mm
2025-05-22 23:00:00,-458.52 mm
2025-05-23 05:00:00,-459.81 mm
2025-05-23 08:00:00,-461.29 mm
2025-05-23 11:00:00,-462.69 mm
2025-05-23 17:00:00,-463.01 mm
2025-05-23 20:00:00,-463.55 mm
2025-05-24 05:00:00,-464.51 mm
2025-05-24 08:00:00,-466.89 mm
2025-05-24 17:00:00,-467.56 mm
2025-05-24 20:00:00,-467.86 mm
2025-05-24 23:00:00,-468.40 mm
2025-05-25 05:00:00,-469.05 mm
2025-05-25 08:00:00,-469.55 mm
2025-05-25 11:00:00,-469.93 mm
2025-05-25 17:00:00,-469.74 mm
2025-05-25 20:00:00,-468.20 mm
2025-05-25 23:00:00,-467.15 mm
2025-05-26 05:00:00,-466.85 mm
2025-05-26 08:00:00,-467.03 mm
2025-05-26 11:00:00,-466.41 mm
2025-05-26 17:00:00,-466.37 mm
2025-05-26 20:00:00,-464.79 mm
2025-05-26 23:00:00,-464.11 mm
2025-05-27 05:00:00,-463.51 mm
2025-05-27 08:00:00,-463.59 mm
2025-05-27 11:00:00,-463.25 mm
2025-05-27 17:00:00,-463.01 mm
2025-05-27 20:00:00,-462.23 mm
2025-05-27 23:00:00,-461.77 mm
2025-05-28 05:00:00,-460.69 mm
2025-05-28 11:00:00,-456.06 mm
2025-05-28 17:00:00,-443.85 mm
2025-05-28 20:00:00,-430.16 mm
2025-05-28 23:00:00,-420.32 mm
2025-05-29 05:00:00,-412.31 mm
2025-05-29 08:00:00,-408.35 mm
2025-05-29 11:00:00,-405.25 mm
2025-05-29 17:00:00,-401.74 mm
2025-05-29 20:00:00,-393.11 mm
2025-05-29 23:00:00,-387.47 mm
2025-05-30 05:00:00,-384.39 mm
2025-05-30 08:00:00,-383.75 mm
2025-05-30 11:00:00,-384.43 mm
2025-05-30 17:00:00,-388.01 mm
2025-05-30 20:00:00,-393.15 mm
2025-05-30 23:00:00,-398.79 mm
2025-05-31 08:00:00,-407.44 mm
2025-05-31 11:00:00,-410.94 mm
2025-05-31 17:00:00,-416.41 mm
2025-05-31 20:00:00,-420.34 mm
2025-05-31 23:00:00,-423.86 mm
2025-06-01 05:00:00,-425.45 mm
2025-06-01 08:00:00,-425.87 mm
2025-06-01 11:00:00,-425.49 mm
2025-06-01 17:00:00,-425.57 mm
2025-06-01 20:00:00,-425.77 mm
2025-06-01 23:00:00,-425.85 mm
2025-06-02 05:00:00,-426.56 mm
2025-06-02 08:00:00,-428.88 mm
2025-06-02 11:00:00,-430.45 mm
2025-06-02 20:00:00,-428.11 mm
2025-06-02 23:00:00,-425.68 mm
2025-06-03 05:00:00,-423.61 mm
2025-06-03 08:00:00,-423.35 mm
2025-06-03 11:00:00,-422.59 mm
2025-06-03 17:00:00,-421.24 mm
2025-06-03 20:00:00,-420.23 mm
2025-06-03 23:00:00,-421.10 mm
2025-06-04 05:00:00,-421.85 mm
2025-06-04 08:00:00,-423.63 mm
2025-06-04 11:00:00,-424.81 mm
2025-06-04 17:00:00,-426.18 mm
2025-06-04 20:00:00,-426.69 mm
2025-06-04 23:00:00,-427.27 mm
2025-06-05 05:00:00,-427.93 mm
2025-06-05 08:00:00,-429.94 mm
2025-06-05 17:00:00,-430.82 mm
2025-06-05 20:00:00,-430.76 mm
2025-06-05 23:00:00,-430.34 mm
2025-06-06 05:00:00,-428.69 mm
2025-06-06 08:00:00,-425.43 mm
2025-06-06 17:00:00,-422.43 mm
2025-06-06 20:00:00,-421.55 mm
2025-06-06 23:00:00,-421.81 mm
2025-06-07 05:00:00,-417.98 mm
2025-06-07 08:00:00,-404.62 mm
2025-06-07 11:00:00,-386.92 mm
2025-06-07 17:00:00,-363.46 mm
2025-06-07 20:00:00,-335.73 mm
2025-06-07 23:00:00,-325.88 mm
2025-06-08 05:00:00,-265.25 mm
2025-06-08 11:00:00,-225.41 mm
2025-06-08 17:00:00,-181.09 mm
2025-06-08 20:00:00,-172.54 mm
2025-06-08 23:00:00,-192.34 mm
2025-06-09 05:00:00,-187.21 mm
2025-06-09 08:00:00,-202.06 mm
2025-06-09 11:00:00,-219.64 mm
2025-06-09 17:00:00,-237.99 mm
2025-06-09 20:00:00,-237.76 mm
2025-06-09 23:00:00,-240.69 mm
2025-06-10 05:00:00,-244.14 mm
2025-06-10 08:00:00,-248.50 mm
2025-06-10 11:00:00,-253.87 mm
2025-06-10 17:00:00,-259.62 mm
2025-06-10 20:00:00,-266.82 mm
2025-06-10 23:00:00,-274.07 mm
2025-06-11 05:00:00,-279.07 mm
2025-06-11 08:00:00,-283.53 mm
2025-06-11 11:00:00,-288.79 mm
2025-06-11 17:00:00,-296.53 mm
2025-06-11 20:00:00,-303.69 mm
2025-06-11 23:00:00,-310.07 mm
2025-06-12 05:00:00,-315.04 mm
2025-06-12 08:00:00,-320.58 mm
2025-06-12 11:00:00,-325.06 mm
2025-06-12 17:00:00,-332.89 mm
2025-06-12 20:00:00,-339.57 mm
2025-06-12 23:00:00,-346.50 mm
2025-06-13 05:00:00,-352.12 mm
2025-06-13 08:00:00,-358.51 mm
2025-06-13 11:00:00,-363.51 mm
2025-06-13 17:00:00,-370.27 mm
2025-06-13 20:00:00,-376.73 mm
2025-06-14 05:00:00,-388.10 mm
2025-06-14 08:00:00,-393.32 mm
2025-06-14 11:00:00,-397.81 mm
2025-06-14 17:00:00,-403.69 mm
2025-06-14 20:00:00,-409.54 mm
2025-06-14 23:00:00,-410.97 mm
2025-06-15 05:00:00,-410.47 mm
2025-06-15 08:00:00,-410.05 mm
2025-06-15 11:00:00,-402.30 mm
2025-06-15 17:00:00,-391.63 mm
2025-06-15 20:00:00,-385.66 mm
2025-06-15 23:00:00,-382.19 mm
2025-06-16 08:00:00,-381.22 mm
2025-06-16 11:00:00,-380.62 mm
2025-06-16 17:00:00,-382.33 mm
2025-06-16 20:00:00,-383.53 mm
2025-06-16 23:00:00,-386.12 mm
2025-06-17 05:00:00,-388.97 mm
2025-06-17 08:00:00,-393.61 mm
2025-06-17 11:00:00,-397.13 mm
2025-06-17 17:00:00,-402.61 mm
2025-06-17 20:00:00,-408.04 mm
2025-06-17 23:00:00,-412.62 mm
2025-06-18 05:00:00,-416.29 mm
2025-06-18 08:00:00,-420.91 mm
2025-06-18 11:00:00,-423.70 mm
2025-06-18 17:00:00,-426.51 mm
2025-06-18 20:00:00,-427.91 mm
2025-06-18 23:00:00,-429.12 mm
2025-06-19 05:00:00,-430.51 mm
2025-06-19 08:00:00,-433.68 mm
2025-06-19 11:00:00,-435.73 mm
2025-06-19 17:00:00,-437.62 mm
2025-06-19 20:00:00,-438.12 mm
2025-06-19 23:00:00,-439.26 mm
2025-06-20 05:00:00,-441.03 mm
2025-06-20 08:00:00,-445.09 mm
2025-06-20 11:00:00,-447.21 mm
2025-06-20 17:00:00,-449.25 mm
2025-06-20 20:00:00,-449.22 mm
2025-06-20 23:00:00,-450.64 mm
2025-06-21 05:00:00,-452.37 mm
2025-06-21 08:00:00,-456.45 mm
2025-06-21 11:00:00,-458.72 mm
2025-06-21 17:00:00,-460.67 mm
2025-06-21 20:00:00,-460.13 mm
2025-06-21 23:00:00,-461.29 mm
2025-06-22 05:00:00,-463.11 mm
2025-06-22 08:00:00,-467.33 mm
2025-06-22 11:00:00,-469.42 mm
2025-06-22 17:00:00,-469.75 mm
2025-06-22 20:00:00,-446.41 mm
2025-06-22 23:00:00,-448.75 mm
2025-06-23 05:00:00,-450.11 mm
2025-06-23 11:00:00,-450.43 mm
2025-06-23 17:00:00,-451.83 mm
2025-06-23 20:00:00,-451.26 mm
2025-06-23 23:00:00,-451.50 mm
2025-06-24 05:00:00,-451.76 mm
2025-06-24 08:00:00,-452.41 mm
2025-06-24 17:00:00,-453.23 mm
2025-06-24 20:00:00,-453.74 mm
2025-06-25 05:00:00,-454.72 mm
2025-06-25 08:00:00,-455.95 mm
2025-06-25 11:00:00,-457.03 mm
2025-06-25 17:00:00,-457.75 mm
2025-06-25 20:00:00,-458.02 mm
2025-06-25 23:00:00,-458.71 mm
2025-06-26 05:00:00,-459.96 mm
2025-06-26 08:00:00,-462.09 mm
2025-06-26 11:00:00,-463.35 mm
2025-06-26 17:00:00,-463.91 mm
2025-06-26 20:00:00,-464.73 mm
2025-06-26 23:00:00,-465.22 mm
2025-06-27 05:00:00,-465.34 mm
2025-06-27 08:00:00,-465.98 mm
2025-06-27 11:00:00,-466.82 mm
2025-06-27 17:00:00,-466.85 mm
2025-06-27 20:00:00,-466.41 mm
2025-06-27 23:00:00,-466.23 mm
2025-06-28 05:00:00,-466.19 mm
2025-06-28 08:00:00,-467.22 mm
2025-06-28 11:00:00,-467.17 mm
2025-06-28 17:00:00,-467.39 mm
2025-06-28 20:00:00,-466.88 mm
2025-06-28 23:00:00,-466.56 mm
2025-06-29 05:00:00,-467.17 mm
2025-06-29 08:00:00,-468.43 mm
2025-06-29 11:00:00,-469.60 mm
2025-06-29 17:00:00,-470.33 mm
2025-06-29 20:00:00,-469.82 mm
2025-06-29 23:00:00,-470.02 mm
2025-06-30 05:00:00,-470.78 mm
2025-06-30 08:00:00,-473.99 mm
2025-06-30 11:00:00,-475.75 mm
2025-06-30 17:00:00,-476.66 mm
2025-06-30 20:00:00,-476.60 mm
2025-06-30 23:00:00,-477.21 mm
2025-07-01 05:00:00,-478.35 mm
2025-07-01 08:00:00,-482.27 mm
2025-07-01 11:00:00,-484.29 mm
2025-07-01 17:00:00,-485.96 mm
2025-07-01 20:00:00,-485.23 mm
2025-07-01 23:00:00,-486.23 mm
2025-07-02 05:00:00,-487.62 mm
2025-07-02 08:00:00,-491.63 mm
2025-07-02 11:00:00,-493.55 mm
2025-07-02 17:00:00,-494.82 mm
2025-07-02 20:00:00,-494.11 mm
2025-07-02 23:00:00,-495.49 mm
2025-07-03 05:00:00,-496.62 mm
2025-07-03 08:00:00,-499.38 mm
2025-07-03 11:00:00,-501.21 mm
2025-07-03 17:00:00,-502.48 mm
2025-07-03 20:00:00,-502.92 mm
2025-07-03 23:00:00,-504.03 mm
2025-07-04 05:00:00,-504.97 mm
2025-07-04 08:00:00,-508.43 mm
2025-07-04 11:00:00,-510.22 mm
2025-07-04 17:00:00,-510.74 mm
2025-07-04 20:00:00,-511.23 mm
2025-07-04 23:00:00,-511.77 mm
2025-07-05 05:00:00,-513.14 mm
2025-07-05 17:00:00,-517.67 mm
2025-07-05 20:00:00,-517.88 mm
2025-07-05 23:00:00,-518.99 mm
2025-07-06 05:00:00,-519.96 mm
2025-07-06 08:00:00,-521.28 mm
2025-07-06 11:00:00,-522.42 mm
2025-07-06 20:00:00,-524.10 mm
2025-07-06 23:00:00,-524.83 mm
2025-07-07 05:00:00,-526.15 mm
2025-07-07 17:00:00,-528.62 mm
2025-07-07 20:00:00,-529.38 mm
2025-07-08 17:00:00,-533.48 mm
2025-07-08 20:00:00,-533.34 mm
2025-07-08 23:00:00,-534.05 mm
2025-07-09 05:00:00,-534.21 mm
2025-07-09 08:00:00,-535.79 mm
2025-07-09 11:00:00,-536.91 mm
2025-07-09 17:00:00,-537.39 mm
2025-07-09 20:00:00,-536.51 mm
2025-07-09 23:00:00,-536.29 mm
2025-07-10 05:00:00,-536.89 mm
2025-07-10 08:00:00,-538.42 mm
2025-07-10 11:00:00,-539.54 mm
2025-07-10 17:00:00,-539.81 mm
2025-07-10 20:00:00,-539.90 mm
2025-07-10 23:00:00,-540.29 mm
2025-07-11 05:00:00,-540.80 mm
2025-07-11 08:00:00,-541.99 mm
2025-07-11 17:00:00,-544.14 mm
2025-07-11 20:00:00,-543.54 mm
2025-07-11 23:00:00,-544.30 mm
2025-07-12 05:00:00,-544.92 mm
2025-07-12 08:00:00,-546.12 mm
2025-07-12 17:00:00,-548.07 mm
2025-07-12 20:00:00,-548.39 mm
2025-07-12 23:00:00,-549.46 mm
2025-07-13 05:00:00,-549.90 mm
2025-07-13 08:00:00,-552.09 mm
2025-07-13 11:00:00,-553.14 mm
2025-07-13 17:00:00,-552.78 mm
2025-07-13 20:00:00,-554.09 mm
2025-07-13 23:00:00,-554.84 mm
2025-07-14 05:00:00,-555.70 mm
2025-07-14 08:00:00,-557.66 mm
2025-07-14 11:00:00,-558.94 mm
2025-07-14 17:00:00,-559.79 mm
2025-07-14 20:00:00,-560.21 mm
2025-07-14 23:00:00,-560.83 mm
2025-07-15 05:00:00,-561.67 mm
2025-07-15 08:00:00,-562.79 mm
2025-07-15 11:00:00,-563.58 mm
2025-07-15 17:00:00,-565.63 mm
2025-07-15 20:00:00,-565.16 mm
2025-07-15 23:00:00,-566.25 mm
2025-07-16 05:00:00,-566.77 mm
2025-07-16 08:00:00,-568.00 mm
2025-07-16 11:00:00,-568.64 mm
2025-07-17 05:00:00,-562.99 mm
2025-07-17 08:00:00,-563.92 mm
2025-07-17 11:00:00,-564.77 mm
2025-07-17 17:00:00,-564.93 mm
2025-07-17 20:00:00,-564.80 mm
2025-07-17 23:00:00,-564.32 mm
2025-07-18 05:00:00,-564.34 mm
2025-07-18 08:00:00,-564.31 mm
2025-07-18 11:00:00,-564.61 mm
2025-07-18 17:00:00,-564.24 mm
2025-07-18 20:00:00,-563.04 mm
2025-07-18 23:00:00,-562.23 mm
2025-07-19 05:00:00,-562.02 mm
2025-07-19 08:00:00,-563.16 mm
2025-07-19 11:00:00,-563.35 mm
2025-07-19 17:00:00,-562.24 mm
2025-07-19 20:00:00,-560.61 mm
2025-07-19 23:00:00,-560.15 mm
2025-07-20 05:00:00,-559.33 mm
2025-07-20 08:00:00,-559.70 mm
2025-07-20 11:00:00,-559.79 mm
2025-07-20 17:00:00,-558.97 mm
2025-07-20 20:00:00,-557.57 mm
2025-07-20 23:00:00,-556.83 mm
2025-07-21 05:00:00,-556.10 mm
2025-07-21 08:00:00,-556.24 mm
2025-07-21 11:00:00,-556.29 mm
2025-07-21 17:00:00,-556.00 mm
2025-07-21 20:00:00,-554.66 mm
2025-07-21 23:00:00,-553.86 mm
2025-07-22 05:00:00,-553.94 mm
2025-07-22 08:00:00,-554.30 mm
2025-07-22 11:00:00,-554.14 mm
2025-07-22 17:00:00,-553.94 mm
2025-07-22 20:00:00,-553.51 mm
2025-07-22 23:00:00,-553.41 mm
2025-07-23 05:00:00,-553.29 mm
2025-07-23 08:00:00,-553.86 mm
2025-07-23 17:00:00,-553.76 mm
2025-07-23 20:00:00,-553.46 mm
2025-07-23 23:00:00,-552.89 mm
2025-07-24 05:00:00,-552.98 mm
2025-07-24 08:00:00,-554.10 mm
2025-07-24 11:00:00,-554.82 mm
2025-07-24 17:00:00,-555.14 mm
2025-07-24 20:00:00,-553.82 mm
2025-07-24 23:00:00,-553.91 mm
2025-07-25 05:00:00,-554.79 mm
2025-07-25 08:00:00,-555.44 mm
2025-07-25 11:00:00,-555.81 mm
2025-07-25 20:00:00,-556.67 mm
2025-07-25 23:00:00,-556.33 mm
2025-07-26 11:00:00,-559.46 mm
2025-07-26 17:00:00,-559.56 mm
2025-07-26 20:00:00,-546.02 mm
2025-07-26 23:00:00,-546.70 mm
2025-07-27 05:00:00,-547.15 mm
2025-07-27 08:00:00,-547.95 mm
2025-07-27 11:00:00,-548.91 mm
2025-07-27 17:00:00,-548.80 mm
2025-07-27 20:00:00,-548.48 mm
2025-07-27 23:00:00,-548.75 mm
2025-07-28 05:00:00,-548.89 mm
2025-07-28 08:00:00,-549.86 mm
2025-07-28 11:00:00,-549.28 mm
2025-07-28 17:00:00,-549.84 mm
2025-07-28 20:00:00,-549.30 mm
2025-07-28 23:00:00,-548.98 mm
2025-07-29 05:00:00,-548.93 mm
2025-07-29 08:00:00,-549.78 mm
2025-07-29 11:00:00,-549.18 mm
2025-07-29 17:00:00,-549.68 mm
2025-07-29 20:00:00,-548.51 mm
2025-07-29 23:00:00,-547.85 mm
2025-07-30 05:00:00,-547.52 mm
2025-07-30 08:00:00,-548.62 mm
2025-07-30 11:00:00,-548.70 mm
2025-07-30 20:00:00,-547.77 mm
2025-07-30 23:00:00,-547.70 mm
2025-07-31 05:00:00,-547.55 mm
2025-07-31 08:00:00,-547.69 mm
2025-07-31 11:00:00,-548.12 mm
2025-07-31 17:00:00,-547.98 mm
2025-07-31 20:00:00,-547.34 mm
2025-07-31 23:00:00,-547.19 mm
2025-08-01 05:00:00,-547.04 mm
2025-08-01 08:00:00,-547.00 mm
2025-08-01 11:00:00,-547.68 mm
2025-08-01 17:00:00,-546.91 mm
2025-08-01 20:00:00,-546.82 mm
2025-08-01 23:00:00,-546.70 mm
2025-08-02 05:00:00,-546.76 mm
2025-08-02 08:00:00,-546.98 mm
2025-08-02 11:00:00,-539.07 mm
2025-08-02 17:00:00,-539.27 mm
2025-08-02 20:00:00,-538.98 mm
2025-08-03 05:00:00,-538.55 mm
2025-08-03 08:00:00,-538.59 mm
2025-08-03 11:00:00,-539.06 mm
2025-08-03 17:00:00,-538.75 mm
2025-08-04 05:00:00,-536.37 mm
2025-08-04 08:00:00,-536.46 mm
2025-08-04 11:00:00,-536.21 mm
2025-08-04 17:00:00,-534.99 mm
2025-08-04 20:00:00,-533.83 mm
2025-08-04 23:00:00,-532.73 mm
2025-08-05 05:00:00,-531.31 mm
2025-08-05 08:00:00,-531.50 mm
2025-08-05 11:00:00,-531.11 mm
2025-08-05 17:00:00,-530.05 mm
2025-08-05 20:00:00,-528.68 mm
2025-08-05 23:00:00,-528.26 mm
2025-08-06 05:00:00,-527.78 mm
2025-08-06 08:00:00,-528.70 mm
2025-08-06 11:00:00,-528.94 mm
2025-08-06 17:00:00,-528.39 mm
2025-08-06 20:00:00,-526.81 mm
2025-08-06 23:00:00,-526.46 mm
2025-08-07 05:00:00,-526.31 mm
2025-08-07 08:00:00,-527.01 mm
2025-08-07 11:00:00,-527.49 mm
2025-08-07 20:00:00,-526.01 mm
2025-08-07 23:00:00,-525.69 mm
2025-08-08 05:00:00,-525.72 mm
2025-08-08 08:00:00,-526.66 mm
2025-08-08 11:00:00,-527.28 mm
2025-08-08 17:00:00,-527.36 mm
2025-08-08 20:00:00,-526.76 mm
2025-08-08 23:00:00,-527.01 mm
2025-08-09 05:00:00,-526.96 mm
2025-08-09 08:00:00,-528.96 mm
2025-08-09 11:00:00,-530.51 mm
2025-08-09 17:00:00,-530.79 mm
2025-08-09 20:00:00,-530.47 mm
2025-08-09 23:00:00,-530.51 mm
2025-08-10 05:00:00,-531.06 mm
2025-08-10 08:00:00,-534.09 mm
2025-08-10 11:00:00,-535.29 mm
2025-08-10 17:00:00,-536.91 mm
2025-08-10 20:00:00,-536.30 mm
2025-08-10 23:00:00,-537.03 mm
2025-08-11 05:00:00,-538.11 mm
2025-08-11 08:00:00,-540.97 mm
2025-08-11 11:00:00,-543.42 mm
2025-08-11 17:00:00,-544.63 mm
2025-08-11 20:00:00,-543.93 mm
2025-08-11 23:00:00,-544.92 mm
2025-08-12 05:00:00,-545.79 mm
2025-08-12 08:00:00,-548.37 mm
2025-08-12 11:00:00,-551.06 mm
2025-08-12 17:00:00,-552.97 mm
2025-08-12 20:00:00,-552.04 mm
2025-08-12 23:00:00,-553.14 mm
2025-08-13 05:00:00,-554.34 mm
2025-08-13 08:00:00,-557.66 mm
2025-08-13 11:00:00,-560.40 mm
2025-08-13 17:00:00,-561.92 mm
2025-08-13 20:00:00,-561.59 mm
2025-08-13 23:00:00,-562.87 mm
2025-08-14 05:00:00,-564.66 mm
2025-08-14 08:00:00,-567.99 mm
2025-08-14 11:00:00,-570.09 mm
2025-08-14 17:00:00,-571.26 mm
2025-08-14 20:00:00,-572.18 mm
2025-08-14 23:00:00,-574.07 mm
2025-08-15 05:00:00,-575.73 mm
2025-08-15 08:00:00,-578.59 mm
2025-08-15 11:00:00,-581.29 mm
2025-08-15 17:00:00,-582.76 mm
2025-08-15 20:00:00,-583.80 mm
2025-08-15 23:00:00,-585.93 mm
2025-08-16 05:00:00,-587.91 mm
2025-08-16 08:00:00,-589.86 mm
2025-08-16 11:00:00,-592.51 mm
2025-08-16 17:00:00,-594.77 mm
2025-08-16 23:00:00,-596.69 mm
2025-08-17 05:00:00,-598.86 mm
2025-08-17 08:00:00,-601.81 mm
2025-08-17 11:00:00,-604.10 mm
2025-08-17 17:00:00,-605.85 mm
2025-08-17 23:00:00,-607.90 mm
2025-08-18 05:00:00,-609.72 mm
2025-08-18 08:00:00,-612.94 mm
2025-08-18 11:00:00,-616.13 mm
2025-08-18 17:00:00,-617.89 mm
